oid,filter,mjd,mag,magerr,clrcoeff
1487207400025996,zr,58362.38957,16.061436,0.019443292,0.100904085
1487207400025996,zr,58773.28396,16.220242,0.01982692,0.094202064
1487207400025996,zr,59051.42191,16.148487,0.019645423,0.09699741
1487207400025996,zr,59061.35085,16.108738,0.01955075,0.10244817
1487207400025996,zr,59080.37913,15.774686,0.018900214,0.09899579
1487207400025996,zr,59080.3796,15.777681,0.018905018,0.102944314
1487207400025996,zr,59087.28779,16.162533,0.019679857,0.100628525
1487207400025996,zr,59096.37294,15.785128,0.01891703,0.11787178
1487207400025996,zr,59096.37858,15.74412,0.01885215,0.11013008
1487207400025996,zr,59099.34839,16.08435,0.019494653,0.11295865
1487207400025996,zr,59099.34933,16.07361,0.019470422,0.10920731
1487207400025996,zr,59141.18615,16.13966,0.019624043,0.09885868
1487207400025996,zr,59141.18662,16.068308,0.019458562,0.10053939
1487207400025996,zr,59145.16831,16.098791,0.019527692,0.09977178
1487207400025996,zr,59145.16879,16.061468,0.019443363,0.09934261
1487207400025996,zr,59153.1759,16.082783,0.0194911,0.11028579
1487207400025996,zr,59153.17638,16.0792,0.019482998,0.10233472
1487207400025996,zr,59181.12231,16.100286,0.01953114,0.10406326
1487207400025996,zr,59181.12277,16.101566,0.0195341,0.10440846
1487207400025996,zr,59183.09661,16.043028,0.019402953,0.10916748
1487207400025996,zr,59183.09707,16.04623,0.019409914,0.10913572
1487207400025996,zr,59401.45098,16.102173,0.019535502,0.102580205
1487207400025996,zr,59401.45145,16.060486,0.019441187,0.10037878
1487207400025996,zr,59402.41838,15.386615,0.018404765,0.11023398
1487207400025996,zr,59402.41885,15.399902,0.018418018,0.10400443
1487207400025996,zr,59410.42143,15.475762,0.018498266,0.10560139
1487207400025996,zr,59410.42189,15.431108,0.01845007,0.10327649
1487207400025996,zr,59412.41867,15.471162,0.018493168,0.09957549
1487207400025996,zr,59412.41915,15.457877,0.018478626,0.09994846
1487207400025996,zr,59423.45377,16.05503,0.019429164,0.09924454
1487207400025996,zr,59424.37553,15.33581,0.018356215,0.103544354
1487207400025996,zr,59424.37601,15.4118595,0.018430144,0.1015282
1487207400025996,zr,59426.43071,15.536527,0.018568441,0.10696691
1487207400025996,zr,59426.43118,15.596114,0.01864266,0.10033071
1487207400025996,zr,59427.44108,16.088123,0.019503236,0.106873
1487207400025996,zr,59427.44156,16.104885,0.019541789,0.10623325
1487207400025996,zr,59428.41616,15.563615,0.018601501,0.09886701
1487207400025996,zr,59428.41663,15.601428,0.018649552,0.10149899
1487207400025996,zr,59429.39516,16.12851,0.019597333,0.10310539
1487207400025996,zr,59429.39564,16.094173,0.019517072,0.10230266
1487207400025996,zr,59435.2935,15.923697,0.019160489,0.10005104
1487207400025996,zr,59435.29397,15.99288,0.019297125,0.09953447
1487207400025996,zr,59446.35743,15.43989,0.018459331,0.10452887
1487207400025996,zr,59446.3579,15.417905,0.018436346,0.107022285
