ASASSN_id,distance,distance_low,distance_high,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name
197569367777,6353,5337,7929,14.650,0.039,14.386,0.086,+0.635,+1.014,+0.154,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.15265,+7.13871,UX Vir
223338552311,5677,5078,6555,13.819,0.027,13.596,0.044,+0.048,+0.291,-0.264,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,205.15783,+16.10842,BR Boo
584116354461,6223,5140,7483,14.442,0.029,14.108,0.064,+0.426,+0.841,+0.026,0.046,0.046,0.046,0.020,0.020,0.020,RRL_c,NA,RRC,205.17185,-35.31404,SSS_J134041.2-351850
188978816836,1400,1369,1437,10.180,0.023,9.852,0.018,-0.551,-0.502,-0.607,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.19083,+17.81983,ASAS J134046+1749.2
231929480641,9539,7830,11921,14.948,0.040,14.511,0.070,+0.050,+0.479,-0.434,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB/BL:,205.19842,+28.55736,WY CVn
584116365336,8715,6653,11644,14.839,0.034,14.509,0.084,+0.100,+0.686,-0.530,0.038,0.038,0.038,0.016,0.016,0.016,RRL_c,NA,RRC,205.20114,-33.20407,SSS_J134048.4-331214
455266897844,4945,4397,5681,13.891,0.030,13.653,0.049,+0.338,+0.593,+0.037,0.082,0.082,0.082,0.035,0.035,0.035,RRL_e,NA,RRC,205.21876,-41.19757,SSS_J134052.5-411150
85899705545,10472,8763,12744,14.900,0.037,14.645,0.075,-0.200,+0.187,-0.627,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.24490,+65.32673,ASASSN-V J134058.79+651936.1
558346889475,6608,5395,8663,13.816,0.027,13.525,0.043,-0.320,+0.120,-0.908,0.036,0.036,0.036,0.015,0.015,0.015,RRL_ab,NA,RRAB,205.25338,-27.70925,V0602 Hya
386548175443,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.087,0.087,0.087,0.037,0.037,0.037,RRL_c,NA,RRC,205.25583,-17.03828,CSS_J134101.4-170217
601296010654,4138,3531,5306,14.667,0.034,14.310,0.079,+1.547,+1.892,+1.007,0.036,0.036,0.036,0.015,0.015,0.015,RRL_c,NA,RRC,205.26661,-28.16588,SSS_J134103.9-280955
300648786141,6235,4902,8136,14.396,0.035,14.075,0.070,+0.371,+0.893,-0.207,0.051,0.051,0.051,0.022,0.022,0.022,RRL_ab,NA,RRAB,205.27843,-15.84449,SSS_J134106.9-155038
403728108765,5519,4837,6338,13.206,0.026,12.844,0.029,-0.586,-0.300,-0.887,0.083,0.083,0.083,0.036,0.036,0.036,RRL_ab,NA,RRAB,205.29376,-42.16571,1SWASP J134112.85-420939.4
661427823655,6124,5291,7487,14.282,0.032,13.923,0.053,+0.302,+0.619,-0.135,0.045,0.045,0.045,0.020,0.020,0.020,RRL_ab,NA,RRAB,205.30448,-34.49637,SSS_J134113.1-342947
661427544011,6004,4644,7911,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.170,0.170,0.170,0.073,0.073,0.073,DSCT,NA,RRC,205.31065,-70.40909,ASASSN-V J134114.56-702432.7
661428404517,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.051,0.051,0.051,0.022,0.022,0.022,RRL_ab,NA,RRAB,205.35559,-26.09524,SSS_J134125.3-260543
180388748373,2700,2544,2865,13.751,0.024,13.586,0.039,+1.594,+1.723,+1.465,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,205.36392,+6.79425,CSS_J134127.3+064739
352188292574,6215,5437,7593,14.104,0.030,13.758,0.063,+0.065,+0.355,-0.370,0.072,0.072,0.072,0.031,0.031,0.031,CEPH_Other,NA,RRAB,205.36855,-2.74267,CSS_J134128.4-024433
146028979109,5723,5072,6543,15.073,0.048,14.639,0.088,+1.256,+1.518,+0.965,0.029,0.029,0.029,0.012,0.012,0.012,RRL_ab,NA,RRAB,205.37133,+62.10116,ASASSN-V J134129.12+620604.2
661428642400,6899,5346,9459,15.238,0.056,14.923,0.129,+1.030,+1.584,+0.345,0.014,0.014,0.014,0.006,0.006,0.006,RRL_ab,NA,RRAB,205.37754,-9.52650,CSS_J134130.6-093132
592706530202,3712,3380,4180,13.377,0.027,13.083,0.030,+0.480,+0.683,+0.222,0.049,0.049,0.049,0.021,0.021,0.021,RRL_ab,NA,RRAB,205.38117,-36.73121,SSS_J134131.5-364352
128849238770,5950,4950,7331,14.963,0.028,14.644,0.084,+1.090,+1.490,+0.637,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.39188,+28.50692,IL CVn
498216579791,5933,5002,6999,14.530,0.033,14.152,0.053,+0.597,+0.967,+0.238,0.067,0.067,0.067,0.029,0.029,0.029,RRL_ab,NA,RRAB,205.39388,-39.14924,NSV 6385
661428815535,8696,6470,11791,14.677,0.034,14.669,0.079,-0.085,+0.557,-0.746,0.065,0.065,0.065,0.028,0.028,0.028,RRL_ab,NA,RRAB,205.39392,+28.31536,IM CVn
128849213889,5786,4798,6996,14.902,0.034,14.617,0.082,+1.090,+1.497,+0.678,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.40833,+28.40931,IN CVn
369368210468,5373,4591,6313,14.297,0.030,13.961,0.069,+0.610,+0.951,+0.260,0.036,0.036,0.036,0.015,0.015,0.015,RRL_d,NA,RRD,205.43547,-24.16503,SSS_J134144.4-240951
661428815676,8440,6473,11512,15.227,0.049,14.945,0.103,+0.595,+1.171,-0.137,0.000,0.000,0.058,0.000,0.000,0.025,RRL_ab,NA,RRAB,205.45296,+28.35225,IR CVn
171799715876,9372,7328,11698,14.686,0.040,14.462,0.078,-0.173,+0.361,-0.749,0.000,0.000,0.094,0.000,0.000,0.040,RRL_ab,NA,RRAB,205.45413,+28.44225,IS CVn
661428815430,6857,5505,8450,14.735,0.035,14.441,0.070,+0.554,+1.031,+0.101,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.45438,+28.29044,IT CVn
661428815858,7420,5980,9747,15.102,0.049,14.833,0.097,+0.750,+1.218,+0.158,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.46221,+28.40917,IV CVn
51540772905,10238,8448,12948,15.028,0.039,14.749,0.100,-0.023,+0.394,-0.533,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.46962,+69.71557,ASASSN-V J134152.71+694256.1
661428815873,6625,5363,8158,14.785,0.040,14.615,0.078,+0.679,+1.138,+0.227,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB/BL,205.47071,+28.41178,IY CVn
661428815931,12759,9568,19232,15.115,0.045,14.714,0.078,-0.508,+0.211,-1.399,0.094,0.000,0.094,0.040,0.000,0.040,RRL_c,NA,RRC,205.47317,+28.42378,KK CVn
231929473978,11626,8620,14040,15.125,0.044,14.761,0.091,-0.274,+0.447,-0.684,0.072,0.000,0.072,0.031,0.000,0.031,RRL_ab,NA,RRAB,205.47825,+28.46444,KL CVn
231929465472,7529,5976,9655,15.081,0.044,14.664,0.094,+0.697,+1.199,+0.085,0.000,0.000,0.072,0.000,0.000,0.031,RRL_ab,NA,RRAB,205.48296,+28.46825,KM CVn
214749739885,6309,5444,7312,14.055,0.028,13.729,0.049,+0.055,+0.375,-0.265,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.48417,+3.12908,NSVS 13277311
137439008799,9556,7869,11530,14.679,0.037,14.583,0.082,-0.222,+0.199,-0.630,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,205.48979,+55.57197,LINEAR 9785761
515397191711,5181,4438,6153,13.251,0.023,13.060,0.034,-0.362,-0.026,-0.735,0.041,0.041,0.041,0.018,0.018,0.018,RRL_ab,NA,RRAB,205.49172,-34.95312,SSS_J134158.0-345711
661428815708,7521,6288,9359,14.814,0.059,14.625,0.080,+0.433,+0.821,-0.110,0.000,0.000,0.068,0.000,0.000,0.029,RRL_ab,NA,RRAB,205.49185,+28.36623,KO CVn
661428815527,5898,4920,7248,14.769,0.059,14.032,9.999,+0.915,+1.309,+0.468,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.49634,+28.31319,KP CVn
661428815558,8484,6886,11225,14.808,0.037,14.533,0.077,+0.165,+0.618,-0.523,0.000,0.000,0.080,0.000,0.000,0.034,RRL_ab,NA,RRAB,205.49996,+28.31994,KR CVn
128849257032,7314,6068,9287,14.985,0.045,14.826,0.098,+0.664,+1.070,+0.094,0.000,0.000,0.052,0.000,0.000,0.022,RRL_c,NA,RRC,205.50279,+28.47772,KT CVn
566936232196,3578,3367,3853,13.221,0.026,12.977,0.036,+0.412,+0.544,+0.251,0.041,0.041,0.041,0.018,0.018,0.018,RRL_c,NA,RRC,205.50386,-35.23908,SSS_J134200.9-351421
661428815878,5210,4347,6764,14.724,0.050,14.456,9.999,+1.140,+1.533,+0.573,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.50629,+28.41228,KU CVn
661428815572,7560,5812,10927,14.993,0.039,14.733,0.095,+0.600,+1.171,-0.243,0.000,0.000,0.043,0.000,0.000,0.018,RRL_c,NA,RRC,205.50708,+28.32353,KV CVn
661428815721,4469,3693,5677,15.020,0.053,14.613,0.083,+1.769,+2.183,+1.249,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.50867,+28.36947,KX CVn
231929492212,6509,5312,8208,14.276,0.035,13.937,0.056,+0.208,+0.650,-0.295,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.51183,+28.45564,LL CVn
661428815667,5772,4575,7913,14.937,0.057,14.345,0.072,+1.130,+1.635,+0.445,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.51321,+28.34975,LM CVn
661428815530,9000,7327,11094,14.868,0.037,14.458,0.072,+0.097,+0.543,-0.421,0.000,0.000,0.064,0.000,0.000,0.027,RRL_ab,NA,RRAB,205.51350,+28.31478,LN CVn
661428815482,7374,6045,8937,14.719,0.041,14.555,0.080,+0.380,+0.812,-0.037,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.51433,+28.30097,LO CVn
661428815488,7272,5437,10964,15.000,0.045,14.794,0.094,+0.692,+1.323,-0.248,0.000,0.000,0.048,0.000,0.000,0.020,RRL_ab,NA,RRAB,205.51946,+28.30236,LW CVn
231929465551,6746,5471,8078,15.139,0.050,14.803,0.106,+0.994,+1.449,+0.602,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,205.52350,+28.47131,MQ CVn
661428815613,9352,7215,12126,14.705,0.026,14.450,0.066,-0.150,+0.414,-0.794,0.000,0.000,0.080,0.000,0.000,0.034,RRL_ab,NA,RRAB,205.53254,+28.33364,NP CVn
257698582951,6900,5803,8763,14.727,0.038,14.626,0.080,+0.533,+0.909,+0.014,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.53913,+28.26486,OS CVn
661428815907,5534,4529,6883,14.623,0.038,14.586,9.999,+0.908,+1.343,+0.434,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.53958,+28.41869,OX CVn
206159148216,6533,5592,8216,14.826,0.038,14.690,0.079,+0.750,+1.088,+0.253,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.54404,+28.22558,V0345 CVn
661428815879,6307,5319,7813,14.780,0.054,14.607,0.087,+0.781,+1.151,+0.316,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.54554,+28.41242,V0353 CVn
231929480647,12059,9015,20491,14.682,0.037,14.307,0.068,-0.826,-0.093,-1.977,0.101,0.000,0.101,0.043,0.000,0.043,RRL_ab,NA,RRAB,205.55092,+28.55100,V0376 CVn
661428815528,10322,7808,14000,14.843,0.033,14.605,0.079,-0.226,+0.380,-0.968,0.000,0.000,0.080,0.000,0.000,0.034,RRL_ab,NA,RRAB/BL,205.55100,+28.31331,V0377 CVn
661428815534,6606,5246,8184,14.668,0.033,14.568,0.079,+0.568,+1.069,+0.103,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.55779,+28.31553,V0404 CVn
575525725703,5159,4634,5827,13.464,0.028,13.113,0.029,-0.136,+0.097,-0.400,0.037,0.037,0.037,0.016,0.016,0.016,RRL_c,NA,RRC,205.55832,-33.98728,SSS_J134214.1-335912
661428816108,6969,5769,9753,14.862,0.040,14.454,0.078,+0.646,+1.056,-0.084,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.55929,+28.47333,V0411 CVn
661428816114,7045,5937,8568,15.043,0.053,14.757,0.092,+0.804,+1.175,+0.379,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRD,205.56129,+28.47544,V0416 CVn
661428815933,4320,3634,5208,14.926,0.044,14.701,0.109,+1.749,+2.124,+1.343,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.56796,+28.42419,V0428 CVn
661428815911,7074,5474,9268,15.018,0.049,14.690,0.109,+0.770,+1.326,+0.183,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.57558,+28.42028,V0438 CVn
128849250308,10231,7465,14588,14.705,0.037,14.332,0.082,-0.345,+0.340,-1.115,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.57592,+28.49419,V0439 CVn
206159135439,7674,6077,9782,14.611,0.034,14.471,0.092,+0.186,+0.693,-0.341,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.57667,+28.24831,V0440 CVn
661428815584,8939,6557,12301,15.021,0.047,14.367,0.085,+0.265,+0.937,-0.516,0.000,0.000,0.087,0.000,0.000,0.037,RRL_ab,NA,RRAB,205.57883,+28.32614,V0443 CVn
661428815459,9834,7699,14173,14.908,0.031,14.664,0.102,-0.056,+0.476,-0.936,0.000,0.000,0.087,0.000,0.000,0.037,RRL_ab,NA,RRAB,205.57896,+28.29642,V0444 CVn
661428816095,6677,5516,8012,14.884,0.039,14.510,0.094,+0.761,+1.176,+0.365,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.58379,+28.47011,V0447 CVn
206158611082,8896,6922,10942,14.910,0.041,14.820,0.120,+0.164,+0.709,-0.285,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB/BL,205.58501,+27.89767,WZ CVn
661428816092,9258,7225,12469,14.660,0.037,14.258,0.078,-0.173,+0.366,-0.819,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.58717,+28.46944,V0450 CVn
300648544286,5796,4416,8726,15.654,0.054,15.697,0.247,+1.773,+2.364,+0.885,0.065,0.065,0.065,0.028,0.028,0.028,RRL_ab,NA,RRAB,205.58738,-14.91383,SEKBO 120857.475
661428815290,6929,5711,8094,14.775,0.037,14.407,0.084,+0.572,+0.991,+0.234,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.59338,+28.25628,V0455 CVn
661428815464,8424,6354,10450,14.967,0.041,14.476,0.093,+0.339,+0.952,-0.195,0.000,0.000,0.066,0.000,0.000,0.028,RRL_ab,NA,RRAB,205.59375,+28.29733,V0456 CVn
231928250287,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.090,0.090,0.090,0.038,0.038,0.038,RRL_ab,NA,RRAB,205.59382,-44.10762,SSS_J134222.5-440627
661428815902,7842,6174,10465,14.771,0.037,14.284,0.077,+0.299,+0.818,-0.328,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.59625,+28.41681,V0457 CVn
661428815744,12786,7886,17818,15.198,0.047,15.018,0.143,-0.336,+0.714,-1.056,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.59688,+28.37836,V0458 CVn
661428815741,8452,6833,11005,14.782,0.045,14.480,0.092,+0.147,+0.609,-0.426,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.59854,+28.37786,V0459 CVn
481036673272,10538,8324,14590,14.696,0.033,14.387,0.088,-0.466,+0.046,-1.172,0.048,0.048,0.048,0.021,0.021,0.021,RRL_ab,NA,RRAB,205.60033,-34.77072,NSV 6394
661428815847,7900,6640,10494,14.844,0.045,14.706,0.114,+0.356,+0.733,-0.261,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRD,205.60154,+28.40611,V0460 CVn
128849257179,7512,6191,9611,14.926,0.036,14.600,0.102,+0.547,+0.967,+0.012,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.60746,+28.47936,V0463 CVn
661428815737,8988,7177,11341,14.963,0.048,14.966,0.135,+0.195,+0.683,-0.310,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.60796,+28.37553,V0464 CVn
103080003809,4628,4189,4958,13.570,0.022,13.413,0.030,+0.243,+0.459,+0.093,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,205.60900,+40.82578,CSS_J134226.1+404932
163210013675,9780,7462,14304,14.991,0.039,14.666,0.103,+0.039,+0.627,-0.786,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.61179,+28.18694,XX CVn
661427851252,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.038,0.038,0.038,0.016,0.016,0.016,RRL_ab,NA,RRAB,205.61773,-33.89421,SSS_J134228.3-335339
257698819395,4730,4302,5171,13.053,0.022,12.658,0.028,-0.350,-0.144,-0.544,0.029,0.029,0.029,0.012,0.012,0.012,RRL_ab,NA,RRAB,205.61929,-3.62575,HR Vir
661428815853,8891,6672,12715,14.852,0.044,14.479,0.096,+0.107,+0.731,-0.670,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.62779,+28.40800,V0466 CVn
541166335382,4845,4269,5451,13.664,0.024,13.398,0.036,+0.199,+0.473,-0.057,0.039,0.039,0.039,0.017,0.017,0.017,RRL_ab,NA,RRAB,205.63467,-32.59894,NSV 6395
206158876449,5384,4720,6244,14.054,0.029,13.748,0.063,+0.398,+0.684,+0.077,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.63830,+8.96153,LINEAR 9814275
609886065743,1215,1116,1332,12.133,0.023,11.747,0.019,+1.587,+1.782,+1.375,0.123,0.113,0.135,0.053,0.048,0.058,RRL_c,NA,RRC,205.64072,-57.96834,WISE J134233.7-575806
661428815991,7179,6012,8781,14.961,0.046,14.612,0.105,+0.681,+1.066,+0.243,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,205.64438,+28.44139,V0468 CVn
352188239005,5311,4355,6551,14.466,0.040,14.211,0.078,+0.789,+1.220,+0.333,0.051,0.051,0.051,0.022,0.022,0.022,RRL_c,NA,RRC,205.64554,-18.34902,ASASSN-V J134234.96-182056.5
489627398499,3852,3623,4170,12.686,0.024,12.377,0.023,-0.278,-0.145,-0.451,0.036,0.036,0.036,0.015,0.015,0.015,RRL_ab,NA,RRAB,205.64565,-29.67012,SSS_J134235.0-294012
257698548243,6764,5478,8219,14.741,0.033,14.412,0.086,+0.590,+1.048,+0.167,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.65346,+28.30325,V0469 CVn
128849257252,16509,12054,23415,15.054,0.040,14.373,0.083,-1.035,-0.352,-1.793,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.65571,+28.47617,V0470 CVn
163209190035,1736,1681,1811,12.999,0.024,12.783,0.030,+1.725,+1.795,+1.633,0.076,0.076,0.076,0.032,0.032,0.032,RRL_e,NA,RRC,205.65734,-42.59637,ASASSN-V J134237.76-423546.9
661428815761,11222,8042,15679,14.978,0.037,14.682,0.103,-0.272,+0.451,-0.999,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.65742,+28.38375,V0471 CVn
661428815518,8320,6320,10569,14.739,0.033,14.405,0.082,+0.138,+0.735,-0.381,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.65883,+28.31047,V0472 CVn
661428013088,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.036,0.036,0.036,0.015,0.015,0.015,NonVar,NA,RRAB,205.66283,-30.67633,NSVS 18841497
231929492796,7454,5944,9762,14.856,0.036,14.642,0.099,+0.494,+0.986,-0.092,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.67927,+28.45771,V0474 CVn
231929477710,8543,6560,10754,14.845,0.035,14.532,0.091,+0.187,+0.760,-0.313,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.68796,+28.56322,V0476 CVn
257698587662,6782,5546,9944,15.072,0.049,14.680,0.111,+0.915,+1.352,+0.084,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.68854,+28.37814,V0477 CVn
635655508406,3120,2946,3297,12.993,0.039,12.658,0.046,+0.146,+0.282,+0.015,0.376,0.365,0.387,0.161,0.157,0.166,RRL_c,NA,RRC,205.69131,-57.13961,ASASSN-V J134245.92-570822.6
180388744813,6285,5441,7326,14.384,0.033,14.299,0.089,+0.392,+0.706,+0.060,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,205.73107,+6.81075,CSS_J134255.4+064839
661427692603,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.099,0.099,0.099,0.042,0.042,0.042,RRL_ab,NA,RRAB,205.74044,-45.79151,SSS_J134257.7-454729
180389586701,3869,3650,4123,13.292,0.026,13.121,0.033,+0.354,+0.481,+0.216,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,205.75075,+8.39630,LINEAR 9818002
360778188896,7583,6402,9200,14.660,0.038,14.550,0.078,+0.261,+0.628,-0.159,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,205.75520,-4.01336,CSS_J134301.2-040048
240518521751,4888,4337,5620,13.674,0.027,13.469,0.047,+0.199,+0.459,-0.104,0.029,0.029,0.029,0.012,0.012,0.012,RRL_d,NA,RRC,205.75820,+8.09809,CSS_J134301.9+080552
661427559233,1994,1948,2066,12.804,0.022,12.609,0.019,+0.992,+1.048,+0.907,0.313,0.308,0.321,0.134,0.132,0.137,RRL_e,NA,RRC,205.77579,-65.83147,ASASSN-V J134306.19-654953.3
326417898107,7464,5825,10122,14.474,0.032,14.022,0.059,+0.051,+0.590,-0.610,0.058,0.058,0.058,0.025,0.025,0.025,CEPH_Other,NA,RRAB,205.80117,-13.58913,CSS_J134312.2-133520
558345904959,850,813,880,10.456,0.025,10.100,0.022,+0.592,+0.693,+0.513,0.217,0.213,0.221,0.093,0.091,0.095,EB_ESD,NA,RRAB,205.83387,-70.81686,ASAS J134319-7049.0
661427667243,5339,4631,6439,14.610,0.039,14.200,0.077,+0.786,+1.095,+0.379,0.187,0.187,0.187,0.080,0.080,0.080,RRL_ab,NA,RRAB,205.89154,-50.41239,FQ Cen
412317526284,6668,5581,8010,14.067,0.029,13.716,0.038,-0.202,+0.184,-0.600,0.149,0.149,0.149,0.064,0.064,0.064,RRL_ab,NA,RR,205.89737,-49.67222,FR Cen
17180684508,10767,8698,14839,14.506,0.031,14.142,0.058,-0.654,-0.191,-1.351,0.000,0.000,0.000,0.000,0.000,0.000,EB_EC,NA,RRAB,205.93554,+78.12577,ASASSN-V J134344.54+780732.9
489626550895,5124,4349,6432,14.451,0.034,14.308,0.075,+0.867,+1.223,+0.373,0.036,0.036,0.036,0.015,0.015,0.015,RRL_c,NA,RRC,205.95572,-27.23421,SSS_J134349.4-271402
292058154847,5844,4881,7184,14.309,0.046,14.061,0.070,+0.453,+0.844,+0.005,0.022,0.022,0.022,0.009,0.009,0.009,RRL_c,NA,RRC,205.96976,-25.89189,SSS_J134352.7-255329
601296168608,137,136,137,11.378,0.026,9.939,0.023,+5.661,+5.677,+5.661,0.033,0.033,0.033,0.014,0.014,0.014,EB_ESD,NA,RR:,205.99533,-55.32872,CG Cen
661428704358,228,227,229,8.967,0.026,8.738,0.023,+2.177,+2.187,+2.168,0.000,0.000,0.000,0.000,0.000,0.000,NonVar,NA,RRC|EC,205.99679,+2.15156,ASAS J134359+0209.1
25771199532,8433,7215,9803,14.515,0.029,14.167,0.049,-0.115,+0.224,-0.442,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,206.02023,+41.64614,LINEAR 10032668
85900177339,7814,6593,9689,14.584,0.038,14.216,0.063,+0.120,+0.489,-0.347,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,206.02600,+56.42160,LINEAR 10100966
661427658808,3698,3399,4111,13.274,0.027,12.915,0.032,+0.134,+0.317,-0.096,0.300,0.300,0.300,0.129,0.129,0.129,RRL_ab,NA,RRAB:,206.02992,-51.86900,FS Cen
446677603325,5010,4448,5924,13.835,0.035,13.665,0.044,+0.274,+0.532,-0.090,0.062,0.062,0.062,0.027,0.027,0.027,RRL_c,NA,RRC,206.03642,-38.85618,SSS_J134408.6-385123
661428287467,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.051,0.051,0.051,0.022,0.022,0.022,RRL_ab,NA,RRAB,206.03842,-27.92522,SSS_J134409.2-275531
558345980908,3267,3101,3474,12.796,0.025,12.383,0.030,-0.120,-0.007,-0.253,0.345,0.345,0.345,0.148,0.148,0.148,RRL_c,NA,RRC,206.04854,-72.20206,ASASSN-V J134411.65-721207.4
420907899977,4987,4297,6178,14.615,0.036,14.422,0.068,+1.126,+1.449,+0.661,0.000,0.000,0.000,0.000,0.000,0.000,RRL_c,NA,RRC,206.05938,-0.66854,V0492 Vir
661428546241,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.080,0.080,0.080,0.034,0.034,0.034,RRL_ab,NA,RRAB,206.07189,-22.28224,SSS_J134417.3-221656
661427557020,3497,3305,3702,13.163,0.025,12.537,0.035,+0.059,+0.183,-0.066,0.386,0.384,0.387,0.165,0.165,0.166,RRL_ab,NA,RRAB,206.08929,-66.37454,WISE J134421.4-662228
395137337422,6468,5566,8120,13.532,0.028,13.264,0.033,-0.587,-0.261,-1.081,0.065,0.065,0.065,0.028,0.028,0.028,RRL_ab,NA,RRAB,206.10747,-15.91531,SSS_J134425.8-155454
541166743878,3733,3316,4163,13.798,0.035,13.483,0.050,+0.731,+0.988,+0.494,0.207,0.207,0.207,0.089,0.089,0.089,RRL_ab,NA,RRAB,206.11219,-51.02598,ASASSN-V J134426.93-510133.5
335008635954,7068,5707,8793,14.675,0.039,14.349,0.083,+0.429,+0.893,-0.046,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB/BL,206.12000,+0.47231,FASTT 583
481037542206,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.000,0.000,0.000,0.000,0.000,0.000,RRL_ab,NA,RRAB,206.14827,+13.87695,NSVS 10482365
